team,player_id,player_name,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,E,SB%,MH,OPS,RISP,PH-BA,SBA,power,contact,batting_eye,speed,style
KT,79240,허경민,0.252,56,231,202,22,51,7,0,1,61,14,2,0,1,1,22,1,5,22,10,0.302,0.339,5,100.0,14,0.641,0.213,0.0,2.0,0.519,0.749,0.76,0.529,3
KT,51003,권동진,0.247,67,205,174,22,43,7,2,0,54,15,2,1,5,1,25,0,0,56,5,0.31,0.34,11,66.7,10,0.65,0.256,0.667,3.0,0.5,0.775,0.761,0.544,2
KT,68089,조대현,0.241,31,36,29,4,7,1,0,0,8,5,0,0,2,0,5,0,0,7,0,0.276,0.353,1,0.0,1,0.629,0.5,0.0,0.0,0.5,0.626,0.66,0.5,4
KT,64115,장준원,0.222,17,50,45,4,10,2,0,0,12,5,0,0,2,0,3,0,0,7,1,0.267,0.271,0,0.0,4,0.538,0.235,0.0,0.0,0.5,0.566,0.577,0.5,4
KT,66706,장진혁,0.222,36,56,54,7,12,2,1,0,16,6,1,0,0,0,2,0,0,16,0,0.296,0.25,0,100.0,2,0.546,0.154,0.182,1.0,0.5,0.631,0.584,0.515,4
KT,64007,문상철,0.22,57,168,141,19,31,5,1,4,50,14,1,1,2,2,18,0,5,33,3,0.355,0.325,0,50.0,6,0.68,0.188,0.2,2.0,0.574,0.732,0.732,0.529,3
KT,64166,배정대,0.219,76,240,210,22,46,11,2,2,67,27,4,3,6,2,16,0,6,57,2,0.319,0.291,1,57.1,10,0.61,0.316,0.25,7.0,0.537,0.805,0.723,0.603,1
KT,50066,강현우,0.2,11,18,15,1,3,0,0,1,6,2,0,0,0,0,3,0,0,5,0,0.4,0.333,3,0.0,1,0.733,0.0,0.0,0.0,0.519,0.54,0.572,0.5,4
KT,52002,김병준,0.2,9,5,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.2,0.2,0,0.0,0,0.4,0.0,0.0,0.0,0.5,0.528,0.53,0.5,4
KT,51007,최성민,0.118,28,19,17,3,2,0,0,0,2,2,1,0,1,0,1,0,0,5,0,0.118,0.167,1,100.0,0,0.285,0.5,0.0,1.0,0.5,0.586,0.556,0.515,4
KT,50092,윤준혁,0.063,20,17,16,2,1,1,0,0,2,0,1,0,1,0,0,0,0,5,0,0.125,0.063,0,100.0,0,0.188,0.0,0.0,1.0,0.5,0.551,0.512,0.515,4
KT,69064,강민성,0.043,20,28,23,0,1,0,0,0,1,1,0,0,0,1,4,0,0,10,1,0.043,0.179,0,0.0,0,0.222,0.0,0.0,0.0,0.5,0.551,0.56,0.5,4
KT,51013,유준규,0.042,18,29,24,5,1,0,0,0,1,3,1,0,0,0,5,0,0,9,0,0.042,0.207,0,100.0,0,0.249,0.125,0.0,1.0,0.5,0.549,0.573,0.515,4
KT,51005,김건형,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.505,0.53,0.5,4
KT,73113,박경수,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
KT,52060,박영현,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
KT,64012,송민섭,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
KT,67006,안치영,0.0,20,14,8,1,0,0,0,0,0,2,0,1,2,1,2,0,1,5,1,0.0,0.25,0,0.0,0,0.25,0.0,0.0,1.0,0.5,0.549,0.575,0.515,4
KT,55005,오서진,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
KT,69054,이상동,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
KT,67048,이정현,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
KT,65060,주권,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
KT,79140,최동환,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
WO,54305,이재상,0.5,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,1,0.0,0,1.0,0.0,0.0,0.0,0.5,0.509,0.535,0.5,4
WO,51302,이주형,0.4,3,10,10,2,4,0,0,0,4,2,0,0,0,0,0,0,0,4,0,0.4,0.4,0,0.0,1,0.8,0.667,0.0,0.0,0.5,0.512,0.536,0.5,4
WO,69332,주성원,0.333,13,44,39,9,13,1,0,0,14,2,1,0,0,0,4,0,1,7,1,0.359,0.409,0,100.0,4,0.768,0.25,1.0,1.0,0.5,0.559,0.588,0.515,4
WO,65357,송성문,0.285,83,364,323,49,92,20,1,14,156,50,12,0,0,1,39,2,1,54,4,0.483,0.363,7,100.0,25,0.846,0.375,0.333,12.0,0.759,0.892,0.879,0.676,2
WO,64340,임지열,0.283,41,142,127,14,36,2,0,5,53,16,4,0,0,1,14,0,0,40,3,0.417,0.352,1,100.0,8,0.769,0.36,0.5,4.0,0.593,0.671,0.665,0.559,2
WO,76267,최주환,0.263,77,325,293,28,77,21,1,5,115,39,0,0,0,5,24,2,3,46,5,0.392,0.32,4,0.0,18,0.712,0.247,0.5,0.0,0.593,0.848,0.794,0.5,2
WO,64984,김태진,0.255,59,181,165,18,42,9,1,3,62,13,0,0,1,2,13,1,0,33,5,0.376,0.306,7,0.0,8,0.682,0.226,0.375,0.0,0.556,0.748,0.709,0.5,2
WO,55397,전태현,0.254,50,143,122,18,31,4,0,0,35,7,2,0,3,1,17,0,0,37,1,0.287,0.343,3,100.0,6,0.63,0.345,0.429,2.0,0.5,0.705,0.706,0.529,3
WO,68305,변상권,0.25,9,17,16,2,4,1,0,0,5,2,0,0,0,1,0,0,0,2,0,0.313,0.235,0,0.0,0,0.548,0.2,0.0,0.0,0.5,0.535,0.547,0.5,4
WO,55392,어준서,0.248,59,162,149,23,37,4,0,2,47,12,0,0,1,1,10,1,1,37,5,0.315,0.298,14,0.0,8,0.613,0.194,0.222,0.0,0.537,0.739,0.684,0.5,2
WO,50167,이주형,0.245,68,272,233,29,57,9,0,8,90,22,6,1,0,0,25,1,14,63,3,0.386,0.353,1,85.7,16,0.739,0.212,0.2,7.0,0.648,0.791,0.768,0.603,0
WO,54444,카디네스,0.238,53,222,189,21,45,8,1,5,70,25,1,2,0,2,25,1,6,43,6,0.37,0.342,4,33.3,11,0.712,0.271,0.0,3.0,0.593,0.724,0.731,0.544,3
WO,62332,김재현,0.235,50,104,98,12,23,5,0,0,28,4,1,0,2,0,1,0,3,23,1,0.286,0.265,3,100.0,5,0.551,0.138,0.0,1.0,0.5,0.695,0.617,0.515,4
WO,64346,임병욱,0.233,36,94,90,5,21,3,1,0,26,8,1,0,0,1,3,0,0,23,2,0.289,0.255,0,100.0,4,0.544,0.286,0.286,1.0,0.5,0.637,0.593,0.515,4
WO,66838,김동엽,0.222,9,29,27,2,6,2,0,0,8,2,0,0,0,0,2,0,0,11,1,0.296,0.276,0,0.0,2,0.572,0.5,0.0,0.0,0.5,0.53,0.545,0.5,4
WO,78756,오선진,0.22,58,112,100,7,22,4,0,1,29,13,0,0,3,0,6,0,3,31,2,0.29,0.284,4,0.0,4,0.574,0.314,0.0,0.0,0.519,0.719,0.653,0.5,4
WO,53312,김건희,0.217,46,148,143,11,31,8,1,1,44,11,0,0,2,1,2,0,0,38,2,0.308,0.226,3,0.0,8,0.534,0.237,0.0,0.0,0.519,0.672,0.584,0.5,4
WO,53344,김동헌,0.214,32,63,56,6,12,1,0,0,13,6,0,0,0,1,5,0,1,18,0,0.232,0.286,1,0.0,2,0.518,0.333,0.667,0.0,0.5,0.618,0.605,0.5,4
WO,52366,푸이그,0.212,40,172,156,17,33,2,0,6,53,20,0,0,0,0,12,0,4,38,1,0.34,0.285,2,0.0,9,0.625,0.256,0.0,0.0,0.611,0.657,0.634,0.5,0
WO,74163,이용규,0.206,11,38,34,7,7,1,0,0,8,0,1,0,1,0,3,0,0,7,1,0.235,0.27,1,100.0,2,0.505,0.143,0.0,1.0,0.5,0.541,0.56,0.515,4
WO,78135,이형종,0.206,30,79,68,4,14,3,0,2,23,6,1,0,2,0,8,0,1,22,3,0.338,0.299,0,100.0,1,0.637,0.2,0.286,1.0,0.537,0.61,0.613,0.515,4
WO,54307,원성준,0.205,19,45,39,5,8,1,0,2,15,4,0,0,0,0,6,0,0,14,0,0.385,0.311,0,0.0,3,0.696,0.375,0.25,0.0,0.537,0.569,0.588,0.5,4
WO,55326,스톤,0.204,14,58,54,2,11,0,0,1,14,10,0,0,0,1,3,0,0,17,1,0.259,0.241,1,0.0,3,0.5,0.235,1.0,0.0,0.519,0.549,0.552,0.5,4
WO,75566,이원석,0.2,3,6,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0.2,0.333,0,0.0,0,0.533,0.0,0.0,0.0,0.5,0.509,0.54,0.5,4
WO,55393,여동욱,0.19,11,24,21,2,4,0,0,1,7,1,0,0,0,0,3,0,0,9,2,0.333,0.292,2,0.0,0,0.625,0.0,0.5,0.0,0.519,0.536,0.557,0.5,4
WO,62925,강진성,0.182,6,13,11,1,2,0,0,0,2,1,0,0,0,0,2,0,0,1,2,0.182,0.308,0,0.0,1,0.49,0.2,0.0,0.0,0.5,0.522,0.557,0.5,4
WO,50357,박주홍,0.173,58,117,104,7,18,3,0,2,27,9,7,0,1,2,9,0,1,40,2,0.26,0.241,2,100.0,3,0.501,0.097,0.182,7.0,0.537,0.697,0.62,0.603,1
WO,52305,박수종,0.167,27,37,36,2,6,0,0,1,9,2,1,0,0,0,1,0,0,12,0,0.25,0.189,0,100.0,2,0.439,0.1,0.0,1.0,0.519,0.587,0.545,0.515,4
WO,51359,장재영,0.143,10,16,14,1,2,0,0,0,2,2,1,0,0,0,2,0,0,7,0,0.143,0.25,1,100.0,0,0.393,0.333,0.0,1.0,0.5,0.529,0.546,0.515,4
WO,54394,송지후,0.141,24,69,64,3,9,1,0,1,13,4,0,1,0,1,2,0,2,15,2,0.203,0.188,1,0.0,1,0.391,0.05,0.0,1.0,0.519,0.579,0.557,0.515,4
WO,65898,김웅빈,0.111,7,24,18,1,2,0,0,0,2,0,0,0,1,0,5,0,0,3,1,0.111,0.304,0,0.0,0,0.415,0.0,0.0,0.0,0.5,0.524,0.563,0.5,4
WO,55370,양현종,0.1,9,12,10,1,1,0,0,0,1,0,0,0,0,0,2,0,0,5,0,0.1,0.25,1,0.0,0,0.35,0.0,0.0,0.0,0.5,0.525,0.55,0.5,4
WO,54344,고영우,0.0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.5,0.503,0.509,0.5,4
WO,55371,권혁빈,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.503,0.53,0.5,4
WO,50304,김병휘,0.0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5,0,0.0,0,0.5,0.0,0.0,0.0,0.5,0.514,0.572,0.5,4
WO,53301,박윤성,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
WO,69328,박주성,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
WO,53309,서유신,0.0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.0,0.143,0,0.0,0,0.143,0.0,0.0,0.0,0.5,0.505,0.53,0.5,4
WO,69045,알칸타라,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
WO,53302,이승원,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.5,0.502,0.53,0.5,4
WO,52330,주승우,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.5,,,0.5,3
TMP,1,임시선수,0.3,100,400,370,50,111,20,1,15,180,60,5,2,3,5,40,5,2,30,3,0.45,0.38,2,0.714,25,0.83,0.289,0.25,7.0,0.778,1.0,1.0,0.603,2
